Workout Start,Workout End,Exercise,Weight,Reps,Notes,Kcal,Distance,Duration,Category,Name,Bodyweight
2021-01-26 06:14,2021-01-26 07:10,"Cable Curls-FFA",50,8,"",,,,Biceps,"",
2021-01-26 06:14,2021-01-26 07:10,"Cable Curls-FFA",40,10,"",,,,Biceps,"",
2021-01-26 06:14,2021-01-26 07:10,"Cable Curls-FFA",40,8,"",,,,Biceps,"",
2021-01-26 06:14,2021-01-26 07:10,"Concentration Curl",15,8,"",,,,Biceps,"",
2021-01-26 06:14,2021-01-26 07:10,"Concentration Curl",12.5,10,"",,,,Biceps,"",
2021-01-26 06:14,2021-01-26 07:10,"Concentration Curl",12.5,8,"",,,,Biceps,"",
2021-01-26 06:14,2021-01-26 07:10,"Concentration Curl",10,10,"",,,,Biceps,"",
2021-01-24 10:26,2021-01-24 11:26,"Hammer Strength Iso-Lateral Flat Press",126,12,"",,,,Chest,"",
2021-01-24 10:26,2021-01-24 11:26,"Hammer Strength Iso-Lateral Flat Press",126,10,"",,,,Chest,"",
2021-01-24 10:26,2021-01-24 11:26,"Hammer Strength Iso-Lateral Flat Press",126,8,"",,,,Chest,"",
2021-01-24 10:26,2021-01-24 11:26,"Machine Shoulder Press-FFA",50,12,"",,,,Shoulders,"",
2021-01-24 10:26,2021-01-24 11:26,"Machine Shoulder Press-FFA",50,10,"",,,,Shoulders,"",
2021-01-24 10:26,2021-01-24 11:26,"Machine Shoulder Press-FFA",50,8,"",,,,Shoulders,"",
2021-01-24 10:26,2021-01-24 11:26,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",106,10,"",,,,Chest,"",
2021-01-24 10:26,2021-01-24 11:26,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",106,8,"",,,,Chest,"",
2021-01-24 10:26,2021-01-24 11:26,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",86,10,"",,,,Chest,"",
2021-01-24 10:26,2021-01-24 11:26,"Close Grip Smith Bench",50,10,"",,,,Triceps,"",
2021-01-24 10:26,2021-01-24 11:26,"Close Grip Smith Bench",50,8,"",,,,Triceps,"",
2021-01-24 10:26,2021-01-24 11:26,"Close Grip Smith Bench",50,6,"",,,,Triceps,"",
2021-01-24 10:26,2021-01-24 11:26,"Cable Kickbacks",10,10,"",,,,Triceps,"",
2021-01-24 10:26,2021-01-24 11:26,"Cable Kickbacks",10,8,"",,,,Triceps,"",
2021-01-24 10:26,2021-01-24 11:26,"One Arm Dumbbell Upright Row",15,12,"",,,,Shoulders,"",
2021-01-24 10:26,2021-01-24 11:26,"One Arm Dumbbell Upright Row",15,10,"",,,,Shoulders,"",
2021-01-24 10:26,2021-01-24 11:26,"One Arm Dumbbell Upright Row",15,8,"",,,,Shoulders,"",
2021-01-23 06:11,2021-01-23 08:01,"T-bar Row",50,12,"",,,,Back,"",172
2021-01-23 06:11,2021-01-23 08:01,"T-bar Row",50,10,"",,,,Back,"",172
2021-01-23 06:11,2021-01-23 08:01,"T-bar Row",50,8,"",,,,Back,"",172
2021-01-23 06:11,2021-01-23 08:01,"Pulldowns",100,12,"",,,,Back,"",172
2021-01-23 06:11,2021-01-23 08:01,"Pulldowns",100,10,"",,,,Back,"",172
2021-01-23 06:11,2021-01-23 08:01,"Pulldowns",100,8,"",,,,Back,"",172
2021-01-23 06:11,2021-01-23 08:01,"Pulldowns",90,10,"",,,,Back,"",172
2021-01-23 06:11,2021-01-23 08:01,"Face Pulls",30,12,"",,,,Back,"",172
2021-01-23 06:11,2021-01-23 08:01,"Face Pulls",30,10,"",,,,Back,"",172
2021-01-23 06:11,2021-01-23 08:01,"Face Pulls",30,8,"",,,,Back,"",172
2021-01-23 06:11,2021-01-23 08:01,"Cable Curls-FFA",60,10,"",,,,Biceps,"",172
2021-01-23 06:11,2021-01-23 08:01,"Cable Curls-FFA",60,8,"",,,,Biceps,"",172
2021-01-23 06:11,2021-01-23 08:01,"Cable Curls-FFA",50,10,"",,,,Biceps,"",172
2021-01-23 06:11,2021-01-23 08:01,"Cable Curls-FFA",50,8,"",,,,Biceps,"",172
2021-01-23 06:11,2021-01-23 08:01,"Concentration Curl",15,8,"",,,,Biceps,"",172
2021-01-23 06:11,2021-01-23 08:01,"Concentration Curl",12.5,10,"",,,,Biceps,"",172
2021-01-23 06:11,2021-01-23 08:01,"Concentration Curl",12.5,8,"",,,,Biceps,"",172
2021-01-23 12:35,2021-01-23 01:45,"Leg Press-FFA",255,12,"",,,,Legs,"Legs",
2021-01-23 12:35,2021-01-23 01:45,"Leg Press-FFA",255,10,"",,,,Legs,"Legs",
2021-01-23 12:35,2021-01-23 01:45,"Leg Press-FFA",255,8,"",,,,Legs,"Legs",
2021-01-23 12:35,2021-01-23 01:45,"Hack Squat",145,10,"",,,,Legs,"Legs",
2021-01-23 12:35,2021-01-23 01:45,"Hack Squat",145,8,"",,,,Legs,"Legs",
2021-01-23 12:35,2021-01-23 01:45,"Seated Leg Curl-FFA",75,14,"",,,,Legs,"Legs",
2021-01-23 12:35,2021-01-23 01:45,"Seated Leg Curl-FFA",75,12,"",,,,Legs,"Legs",
2021-01-23 12:35,2021-01-23 01:45,"Seated Leg Curl-FFA",75,10,"",,,,Legs,"Legs",
2021-01-23 12:35,2021-01-23 01:45,"Calf Raises",110,10,"",,,,Legs,"Legs",
2021-01-23 12:35,2021-01-23 01:45,"Calf Raises",110,8,"",,,,Legs,"Legs",
2021-01-23 12:35,2021-01-23 01:45,"Calf Raises",90,10,"",,,,Legs,"Legs",
2021-01-23 12:35,2021-01-23 01:45,"Calf Raises",90,8,"",,,,Legs,"Legs",
2021-01-23 12:35,2021-01-23 01:45,"Calf Raises",75,10,"",,,,Legs,"Legs",
2021-01-22 05:52,2021-01-22 07:00,"Hammer Strength Iso-Lateral Flat Press",126,12,"",,,,Chest,"",
2021-01-22 05:52,2021-01-22 07:00,"Hammer Strength Iso-Lateral Flat Press",126,10,"",,,,Chest,"",
2021-01-22 05:52,2021-01-22 07:00,"Hammer Strength Iso-Lateral Flat Press",126,8,"",,,,Chest,"",
2021-01-22 05:52,2021-01-22 07:00,"Machine Shoulder Press-FFA",40,12,"",,,,Shoulders,"",
2021-01-22 05:52,2021-01-22 07:00,"Machine Shoulder Press-FFA",40,10,"",,,,Shoulders,"",
2021-01-22 05:52,2021-01-22 07:00,"Machine Shoulder Press-FFA",40,8,"",,,,Shoulders,"",
2021-01-22 05:52,2021-01-22 07:00,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",106,10,"",,,,Chest,"",
2021-01-22 05:52,2021-01-22 07:00,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",106,8,"",,,,Chest,"",
2021-01-22 05:52,2021-01-22 07:00,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",86,10,"",,,,Chest,"",
2021-01-22 05:52,2021-01-22 07:00,"Close Grip Smith Bench",50,10,"",,,,Triceps,"",
2021-01-22 05:52,2021-01-22 07:00,"Close Grip Smith Bench",50,8,"",,,,Triceps,"",
2021-01-22 05:52,2021-01-22 07:00,"Close Grip Smith Bench",50,6,"",,,,Triceps,"",
2021-01-22 05:52,2021-01-22 07:00,"Cable Kickbacks",10,10,"",,,,Triceps,"",
2021-01-22 05:52,2021-01-22 07:00,"Cable Kickbacks",10,8,"",,,,Triceps,"",
2021-01-22 05:52,2021-01-22 07:00,"One Arm Dumbbell Upright Row",15,12,"",,,,Shoulders,"",
2021-01-22 05:52,2021-01-22 07:00,"One Arm Dumbbell Upright Row",15,10,"",,,,Shoulders,"",
2021-01-22 05:52,2021-01-22 07:00,"One Arm Dumbbell Upright Row",15,8,"",,,,Shoulders,"",
2021-01-19 08:03,2021-01-19 09:00,"T-bar Row",50,12,"",,,,Back,"",
2021-01-19 08:03,2021-01-19 09:00,"T-bar Row",50,10,"",,,,Back,"",
2021-01-19 08:03,2021-01-19 09:00,"T-bar Row",50,8,"",,,,Back,"",
2021-01-19 08:03,2021-01-19 09:00,"Pulldowns",100,12,"",,,,Back,"",
2021-01-19 08:03,2021-01-19 09:00,"Pulldowns",100,10,"",,,,Back,"",
2021-01-19 08:03,2021-01-19 09:00,"Pulldowns",100,8,"",,,,Back,"",
2021-01-19 08:03,2021-01-19 09:00,"Pulldowns",90,10,"",,,,Back,"",
2021-01-19 08:03,2021-01-19 09:00,"Face Pulls",30,12,"",,,,Back,"",
2021-01-19 08:03,2021-01-19 09:00,"Face Pulls",30,10,"",,,,Back,"",
2021-01-19 08:03,2021-01-19 09:00,"Face Pulls",30,8,"",,,,Back,"",
2021-01-19 08:03,2021-01-19 09:00,"Cable Curls-FFA",60,10,"",,,,Biceps,"",
2021-01-19 08:03,2021-01-19 09:00,"Cable Curls-FFA",60,8,"",,,,Biceps,"",
2021-01-19 08:03,2021-01-19 09:00,"Cable Curls-FFA",50,10,"",,,,Biceps,"",
2021-01-19 08:03,2021-01-19 09:00,"Cable Curls-FFA",50,8,"",,,,Biceps,"",
2021-01-19 08:03,2021-01-19 09:00,"Concentration Curl",15,8,"",,,,Biceps,"",
2021-01-19 08:03,2021-01-19 09:00,"Concentration Curl",12.5,10,"",,,,Biceps,"",
2021-01-19 08:03,2021-01-19 09:00,"Concentration Curl",12.5,8,"",,,,Biceps,"",
2021-01-17 08:02,2021-01-17 09:00,"Leg Press-FFA",255,12,"",,,,Legs,"Legs",172
2021-01-17 08:02,2021-01-17 09:00,"Leg Press-FFA",255,10,"",,,,Legs,"Legs",172
2021-01-17 08:02,2021-01-17 09:00,"Leg Press-FFA",255,8,"",,,,Legs,"Legs",172
2021-01-17 08:02,2021-01-17 09:00,"Seated Leg Curl-FFA",75,14,"",,,,Legs,"Legs",172
2021-01-17 08:02,2021-01-17 09:00,"Seated Leg Curl-FFA",75,12,"",,,,Legs,"Legs",172
2021-01-17 08:02,2021-01-17 09:00,"Seated Leg Curl-FFA",75,10,"",,,,Legs,"Legs",172
2021-01-17 08:02,2021-01-17 09:00,"Calf Raises",110,10,"",,,,Legs,"Legs",172
2021-01-17 08:02,2021-01-17 09:00,"Calf Raises",110,8,"",,,,Legs,"Legs",172
2021-01-17 08:02,2021-01-17 09:00,"Calf Raises",90,10,"",,,,Legs,"Legs",172
2021-01-17 08:02,2021-01-17 09:00,"Calf Raises",90,8,"",,,,Legs,"Legs",172
2021-01-16 10:37,2021-01-16 11:05,"Hammer Strength Iso-Lateral Flat Press",126,12,"",,,,Chest,"",172
2021-01-16 10:37,2021-01-16 11:05,"Hammer Strength Iso-Lateral Flat Press",126,10,"",,,,Chest,"",172
2021-01-16 10:37,2021-01-16 11:05,"Hammer Strength Iso-Lateral Flat Press",126,8,"",,,,Chest,"",172
2021-01-16 10:37,2021-01-16 11:05,"Machine Shoulder Press-FFA",40,12,"",,,,Shoulders,"",172
2021-01-16 10:37,2021-01-16 11:05,"Machine Shoulder Press-FFA",40,10,"",,,,Shoulders,"",172
2021-01-16 10:37,2021-01-16 11:05,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",106,10,"",,,,Chest,"",172
2021-01-16 10:37,2021-01-16 11:05,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",106,8,"",,,,Chest,"",172
2021-01-16 10:37,2021-01-16 11:05,"Close Grip Smith Bench",50,10,"",,,,Triceps,"",172
2021-01-16 10:37,2021-01-16 11:05,"Close Grip Smith Bench",50,8,"",,,,Triceps,"",172
2021-01-16 10:37,2021-01-16 11:05,"Close Grip Smith Bench",50,6,"",,,,Triceps,"",172
2021-01-16 10:37,2021-01-16 11:05,"One Arm Dumbbell Upright Row",15,12,"",,,,Shoulders,"",172
2021-01-16 10:37,2021-01-16 11:05,"One Arm Dumbbell Upright Row",15,10,"",,,,Shoulders,"",172
2021-01-15 05:15,,"T-bar Row",50,12,"",,,,Back,"",
2021-01-15 05:15,,"T-bar Row",50,10,"",,,,Back,"",
2021-01-15 05:15,,"Pulldowns",100,12,"",,,,Back,"",
2021-01-15 05:15,,"Pulldowns",100,10,"",,,,Back,"",
2021-01-15 05:15,,"Pulldowns",100,8,"",,,,Back,"",
2021-01-15 05:15,,"Face Pulls",30,12,"",,,,Back,"",
2021-01-15 05:15,,"Face Pulls",30,10,"",,,,Back,"",
2021-01-15 05:15,,"Cable Curls-FFA",60,12,"",,,,Biceps,"",
2021-01-15 05:15,,"Cable Curls-FFA",60,10,"",,,,Biceps,"",
2021-01-15 05:15,,"Concentration Curl",15,8,"",,,,Biceps,"",
2021-01-15 05:15,,"Concentration Curl",15,7,"",,,,Biceps,"",
2021-01-14 06:10,2021-01-15 07:00,"Leg Press-FFA",255,12,"",,,,Legs,"Legs",
2021-01-14 06:10,2021-01-15 07:00,"Leg Press-FFA",255,10,"",,,,Legs,"Legs",
2021-01-14 06:10,2021-01-15 07:00,"Leg Press-FFA",255,8,"",,,,Legs,"Legs",
2021-01-14 06:10,2021-01-15 07:00,"Seated Leg Curl-FFA",75,14,"",,,,Legs,"Legs",
2021-01-14 06:10,2021-01-15 07:00,"Seated Leg Curl-FFA",75,12,"",,,,Legs,"Legs",
2021-01-14 06:10,2021-01-15 07:00,"Seated Leg Curl-FFA",75,10,"",,,,Legs,"Legs",
2021-01-14 06:10,2021-01-15 07:00,"Calf Raises",110,10,"",,,,Legs,"Legs",
2021-01-14 06:10,2021-01-15 07:00,"Calf Raises",110,8,"",,,,Legs,"Legs",
2021-01-14 06:10,2021-01-15 07:00,"Calf Raises",90,10,"",,,,Legs,"Legs",
2021-01-14 06:10,2021-01-15 07:00,"Calf Raises",90,8,"",,,,Legs,"Legs",
2021-01-13 05:46,,"Hammer Strength Iso-Lateral Flat Press",126,12,"",,,,Chest,"",170
2021-01-13 05:46,,"Hammer Strength Iso-Lateral Flat Press",126,10,"",,,,Chest,"",170
2021-01-13 05:46,,"Hammer Strength Iso-Lateral Flat Press",126,8,"",,,,Chest,"",170
2021-01-13 05:46,,"Machine Shoulder Press-FFA",40,12,"",,,,Shoulders,"",170
2021-01-13 05:46,,"Machine Shoulder Press-FFA",40,10,"",,,,Shoulders,"",170
2021-01-13 05:46,,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",106,10,"",,,,Chest,"",170
2021-01-13 05:46,,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",106,8,"",,,,Chest,"",170
2021-01-13 05:46,,"Close Grip Smith Bench",50,10,"Much harder today - tighter grip i think",,,,Triceps,"",170
2021-01-13 05:46,,"Close Grip Smith Bench",50,8,"Better technique, music is the difference",,,,Triceps,"",170
2021-01-13 05:46,,"Close Grip Smith Bench",50,6,"",,,,Triceps,"",170
2021-01-13 05:46,,"One Arm Dumbbell Upright Row",15,12,"",,,,Shoulders,"",170
2021-01-13 05:46,,"One Arm Dumbbell Upright Row",15,10,"",,,,Shoulders,"",170
2021-01-12 05:28,2021-01-12 06:33,"T-bar Row",50,12,"",,,,Back,"",
2021-01-12 05:28,2021-01-12 06:33,"T-bar Row",50,10,"",,,,Back,"",
2021-01-12 05:28,2021-01-12 06:33,"Pulldowns",100,12,"",,,,Back,"",
2021-01-12 05:28,2021-01-12 06:33,"Pulldowns",100,10,"",,,,Back,"",
2021-01-12 05:28,2021-01-12 06:33,"Pulldowns",100,8,"",,,,Back,"",
2021-01-12 05:28,2021-01-12 06:33,"Face Pulls",30,12,"",,,,Back,"",
2021-01-12 05:28,2021-01-12 06:33,"Face Pulls",30,10,"",,,,Back,"",
2021-01-12 05:28,2021-01-12 06:33,"Cable Curls-FFA",60,14,"",,,,Biceps,"",
2021-01-12 05:28,2021-01-12 06:33,"Cable Curls-FFA",60,12,"",,,,Biceps,"",
2021-01-12 05:28,2021-01-12 06:33,"Concentration Curl",15,8,"Tired",,,,Biceps,"",
2021-01-12 05:28,2021-01-12 06:33,"Concentration Curl",15,7,"",,,,Biceps,"",
2021-01-10 11:42,2021-01-10 05:10,"Leg Press-FFA",225,6,"",,,,Legs,"",
2021-01-10 11:42,2021-01-10 05:10,"Leg Press-FFA",225,5,"",,,,Legs,"",
2021-01-10 11:42,2021-01-10 05:10,"Hammer Strength Iso-Lateral Flat Press",106,6,"",,,,Chest,"",
2021-01-10 11:42,2021-01-10 05:10,"Hammer Strength Iso-Lateral Flat Press",106,5,"",,,,Chest,"",
2021-01-10 11:42,2021-01-10 05:10,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",86,5,"",,,,Chest,"",
2021-01-10 11:42,2021-01-10 05:10,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",86,4,"",,,,Chest,"",
2021-01-10 11:42,2021-01-10 05:10,"T-bar Row",35,6,"",,,,Back,"",
2021-01-10 11:42,2021-01-10 05:10,"T-bar Row",35,5,"",,,,Back,"",
2021-01-10 11:42,2021-01-10 05:10,"Pulldowns",85,7,"",,,,Back,"",
2021-01-10 11:42,2021-01-10 05:10,"Pulldowns",85,6,"",,,,Back,"",
2021-01-10 11:42,2021-01-10 05:10,"Seated Leg Curl-FFA",55,8,"",,,,Legs,"",
2021-01-10 11:42,2021-01-10 05:10,"Seated Leg Curl-FFA",55,6,"",,,,Legs,"",
2021-01-10 11:42,2021-01-10 05:10,"Cable Curls-FFA",50,7,"",,,,Biceps,"",
2021-01-10 11:42,2021-01-10 05:10,"Cable Curls-FFA",50,6,"",,,,Biceps,"",
2021-01-10 11:42,2021-01-10 05:10,"Cable Kickbacks",10,5,"",,,,Triceps,"",
2021-01-10 11:42,2021-01-10 05:10,"Cable Kickbacks",10,4,"",,,,Triceps,"",
2021-01-10 11:42,2021-01-10 05:10,"Smith Upright Row",25,7,"",,,,Shoulders,"",
2021-01-10 11:42,2021-01-10 05:10,"Smith Upright Row",25,5,"",,,,Shoulders,"",
2021-01-07 05:48,2021-01-07 07:00,"Leg Press-FFA",245,6,"",,,,Legs,"",
2021-01-07 05:48,2021-01-07 07:00,"Leg Press-FFA",245,5,"",,,,Legs,"",
2021-01-07 05:48,2021-01-07 07:00,"Hammer Strength Iso-Lateral Flat Press",126,6,"",,,,Chest,"",
2021-01-07 05:48,2021-01-07 07:00,"Hammer Strength Iso-Lateral Flat Press",126,5,"",,,,Chest,"",
2021-01-07 05:48,2021-01-07 07:00,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",106,5,"",,,,Chest,"",
2021-01-07 05:48,2021-01-07 07:00,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",106,4,"",,,,Chest,"",
2021-01-07 05:48,2021-01-07 07:00,"T-bar Row",50,6,"",,,,Back,"",
2021-01-07 05:48,2021-01-07 07:00,"T-bar Row",50,5,"",,,,Back,"",
2021-01-07 05:48,2021-01-07 07:00,"Pulldowns",100,7,"",,,,Back,"",
2021-01-07 05:48,2021-01-07 07:00,"Pulldowns",100,6,"",,,,Back,"",
2021-01-07 05:48,2021-01-07 07:00,"Seated Leg Curl-FFA",70,8,"",,,,Legs,"",
2021-01-07 05:48,2021-01-07 07:00,"Seated Leg Curl-FFA",70,8,"",,,,Legs,"",
2021-01-07 05:48,2021-01-07 07:00,"Cable Curls-FFA",60,7,"",,,,Biceps,"",
2021-01-07 05:48,2021-01-07 07:00,"Cable Curls-FFA",60,6,"",,,,Biceps,"",
2021-01-07 05:48,2021-01-07 07:00,"Cable Kickbacks",10,5,"",,,,Triceps,"",
2021-01-07 05:48,2021-01-07 07:00,"Cable Kickbacks",10,4,"",,,,Triceps,"",
2021-01-07 05:48,2021-01-07 07:00,"Single Arm Machine Lateral Raise-FFA",20,5,"",,,,Shoulders,"",
2021-01-07 05:48,2021-01-07 07:00,"Single Arm Machine Lateral Raise-FFA",20,4,"",,,,Shoulders,"",
2021-01-03 03:23,2021-01-03 04:25,"Leg Press-FFA",245,12,"",,,,Legs,"Legs",
2021-01-03 03:23,2021-01-03 04:25,"Leg Press-FFA",245,10,"",,,,Legs,"Legs",
2021-01-03 03:23,2021-01-03 04:25,"Leg Press-FFA",245,8,"",,,,Legs,"Legs",
2021-01-03 03:23,2021-01-03 04:25,"Leg Press-FFA",225,10,"",,,,Legs,"Legs",
2021-01-03 03:23,2021-01-03 04:25,"Hack Squat",115,10,"",,,,Legs,"Legs",
2021-01-03 03:23,2021-01-03 04:25,"Hack Squat",115,8,"",,,,Legs,"Legs",
2021-01-03 03:23,2021-01-03 04:25,"Hack Squat",90,8,"",,,,Legs,"Legs",
2021-01-03 03:23,2021-01-03 04:25,"Seated Leg Curl-FFA",70,15,"Firgot to do 18 def had more",,,,Legs,"Legs",
2021-01-03 03:23,2021-01-03 04:25,"Seated Leg Curl-FFA",70,16,"Upped by 1 to make up a bit",,,,Legs,"Legs",
2021-01-03 03:23,2021-01-03 04:25,"Seated Leg Curl-FFA",70,13,"",,,,Legs,"Legs",
2021-01-03 03:23,2021-01-03 04:25,"Seated Leg Curl-FFA",70,12,"",,,,Legs,"Legs",
2021-01-01 09:59,2021-01-01 11:27,"T-bar Row",50,12,"",,,,Back,"Pull 2",
2021-01-01 09:59,2021-01-01 11:27,"T-bar Row",50,10,"",,,,Back,"Pull 2",
2021-01-01 09:59,2021-01-01 11:27,"T-bar Row",50,9,"",,,,Back,"Pull 2",
2021-01-01 09:59,2021-01-01 11:27,"Pulldowns",100,15,"",,,,Back,"Pull 2",
2021-01-01 09:59,2021-01-01 11:27,"Pulldowns",100,12,"",,,,Back,"Pull 2",
2021-01-01 09:59,2021-01-01 11:27,"Pulldowns",100,10,"",,,,Back,"Pull 2",
2021-01-01 09:59,2021-01-01 11:27,"Pulldowns",100,8,"",,,,Back,"Pull 2",
2021-01-01 09:59,2021-01-01 11:27,"Dumbbell Row",30,12,"",,,,Back,"Pull 2",
2021-01-01 09:59,2021-01-01 11:27,"Dumbbell Row",30,10,"",,,,Back,"Pull 2",
2021-01-01 09:59,2021-01-01 11:27,"Dumbbell Row",30,8,"",,,,Back,"Pull 2",
2021-01-01 09:59,2021-01-01 11:27,"Face Pulls-FFA",30,12,"",,,,Shoulders,"Pull 2",
2021-01-01 09:59,2021-01-01 11:27,"Face Pulls-FFA",30,10,"",,,,Shoulders,"Pull 2",
2021-01-01 09:59,2021-01-01 11:27,"Face Pulls-FFA",30,8,"",,,,Shoulders,"Pull 2",
2021-01-01 09:59,2021-01-01 11:27,"Cable Curls-FFA",60,14,"",,,,Biceps,"Pull 2",
2021-01-01 09:59,2021-01-01 11:27,"Cable Curls-FFA",60,12,"",,,,Biceps,"Pull 2",
2021-01-01 09:59,2021-01-01 11:27,"Cable Curls-FFA",60,10,"",,,,Biceps,"Pull 2",
2021-01-01 09:59,2021-01-01 11:27,"Cable Curls-FFA",60,8,"",,,,Biceps,"Pull 2",
2021-01-01 09:59,2021-01-01 11:27,"Cable Curls-FFA",50,10,"",,,,Biceps,"Pull 2",
2021-01-01 09:59,2021-01-01 11:27,"Concentration Curl",15,10,"",,,,Biceps,"Pull 2",
2021-01-01 09:59,2021-01-01 11:27,"Concentration Curl",15,8,"",,,,Biceps,"Pull 2",
2021-01-01 09:59,2021-01-01 11:27,"Concentration Curl",12,10,"",,,,Biceps,"Pull 2",
2020-12-31 05:50,2020-12-31 07:00,"Leg Press-FFA",245,12,"",,,,Legs,"Legs",
2020-12-31 05:50,2020-12-31 07:00,"Leg Press-FFA",245,10,"",,,,Legs,"Legs",
2020-12-31 05:50,2020-12-31 07:00,"Leg Press-FFA",245,8,"",,,,Legs,"Legs",
2020-12-31 05:50,2020-12-31 07:00,"Leg Press-FFA",225,10,"",,,,Legs,"Legs",
2020-12-31 05:50,2020-12-31 07:00,"Hack Squat",115,10,"Focus on squeezing quads",,,,Legs,"Legs",
2020-12-31 05:50,2020-12-31 07:00,"Hack Squat",115,8,"",,,,Legs,"Legs",
2020-12-31 05:50,2020-12-31 07:00,"Hack Squat",90,8,"",,,,Legs,"Legs",
2020-12-31 05:50,2020-12-31 07:00,"Seated Leg Curl-FFA",70,18,"",,,,Legs,"Legs",
2020-12-31 05:50,2020-12-31 07:00,"Seated Leg Curl-FFA",70,15,"",,,,Legs,"Legs",
2020-12-31 05:50,2020-12-31 07:00,"Seated Leg Curl-FFA",70,12,"",,,,Legs,"Legs",
2020-12-31 05:50,2020-12-31 07:00,"Seated Leg Curl-FFA",70,13,"",,,,Legs,"Legs",
2020-12-31 05:50,2020-12-31 07:00,"Calf Raises",110,10,"",,,,Legs,"Legs",
2020-12-31 05:50,2020-12-31 07:00,"Calf Raises",110,8,"",,,,Legs,"Legs",
2020-12-31 05:50,2020-12-31 07:00,"Calf Raises",90,10,"",,,,Legs,"Legs",
2020-12-31 05:50,2020-12-31 07:00,"Calf Raises",90,8,"",,,,Legs,"Legs",
2020-12-31 05:50,2020-12-31 07:00,"Calf Raises",70,10,"",,,,Legs,"Legs",
2020-12-30 06:11,2020-12-31 07:11,"Hammer Strength Iso-Lateral Flat Press",126,13,"",,,,Chest,"Push 3",
2020-12-30 06:11,2020-12-31 07:11,"Hammer Strength Iso-Lateral Flat Press",126,11,"",,,,Chest,"Push 3",
2020-12-30 06:11,2020-12-31 07:11,"Hammer Strength Iso-Lateral Flat Press",126,9,"",,,,Chest,"Push 3",
2020-12-30 06:11,2020-12-31 07:11,"Hammer Strength Iso-Lateral Flat Press",126,7,"",,,,Chest,"Push 3",
2020-12-30 06:11,2020-12-31 07:11,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",106,11,"",,,,Chest,"Push 3",
2020-12-30 06:11,2020-12-31 07:11,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",106,8,"",,,,Chest,"Push 3",
2020-12-30 06:11,2020-12-31 07:11,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",106,6,"",,,,Chest,"Push 3",
2020-12-30 06:11,2020-12-31 07:11,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",86,10,"",,,,Chest,"Push 3",
2020-12-30 06:11,2020-12-31 07:11,"Close Grip Smith Bench",50,13,"",,,,Triceps,"Push 3",
2020-12-30 06:11,2020-12-31 07:11,"Close Grip Smith Bench",50,11,"15 too much with so much bolume before",,,,Triceps,"Push 3",
2020-12-30 06:11,2020-12-31 07:11,"Close Grip Smith Bench",50,9,"",,,,Triceps,"Push 3",
2020-12-30 06:11,2020-12-31 07:11,"Close Grip Smith Bench",50,7,"",,,,Triceps,"Push 3",
2020-12-30 06:11,2020-12-31 07:11,"Cable Kickbacks",10,10,"",,,,Triceps,"Push 3",
2020-12-30 06:11,2020-12-31 07:11,"Cable Kickbacks",10,8,"",,,,Triceps,"Push 3",
2020-12-30 06:11,2020-12-31 07:11,"Cable Kickbacks",10,6,"",,,,Triceps,"Push 3",
2020-12-30 06:11,2020-12-31 07:11,"One Arm Dumbbell Shoulder Press",15,10,"",,,,Shoulders,"Push 3",
2020-12-30 06:11,2020-12-31 07:11,"One Arm Dumbbell Shoulder Press",15,8,"",,,,Shoulders,"Push 3",
2020-12-30 06:11,2020-12-31 07:11,"One Arm Dumbbell Shoulder Press",15,6,"",,,,Shoulders,"Push 3",
2020-12-30 06:11,2020-12-31 07:11,"One Arm Dumbbell Lateral Raise",10,10,"",,,,Shoulders,"Push 3",
2020-12-30 06:11,2020-12-31 07:11,"One Arm Dumbbell Lateral Raise",10,10,"",,,,Shoulders,"Push 3",
2020-12-30 06:11,2020-12-31 07:11,"One Arm Dumbbell Lateral Raise",10,8,"",,,,Shoulders,"Push 3",
2020-12-29 01:19,,"T-bar Row",50,12,"",,,,Back,"Pull 2",
2020-12-29 01:19,,"T-bar Row",50,10,"",,,,Back,"Pull 2",
2020-12-29 01:19,,"T-bar Row",50,8,"",,,,Back,"Pull 2",
2020-12-29 01:19,,"Pulldowns",100,15,"",,,,Back,"Pull 2",
2020-12-29 01:19,,"Pulldowns",100,12,"",,,,Back,"Pull 2",
2020-12-29 01:19,,"Pulldowns",100,10,"",,,,Back,"Pull 2",
2020-12-29 01:19,,"Pulldowns",100,8,"",,,,Back,"Pull 2",
