Workout Start,Workout End,Exercise,Weight,Reps,Notes,Kcal,Distance,Duration,Category,Name,Bodyweight
2020-12-29 01:19,,"Dumbbell Row",30,12,"",,,,Back,"Pull 2",
2020-12-29 01:19,,"Dumbbell Row",30,10,"",,,,Back,"Pull 2",
2020-12-29 01:19,,"Dumbbell Row",30,8,"",,,,Back,"Pull 2",
2020-12-29 01:19,,"Face Pulls-FFA",10,10,"",,,,Shoulders,"Pull 2",
2020-12-29 01:19,,"Face Pulls-FFA",10,10,"",,,,Shoulders,"Pull 2",
2020-12-29 01:19,,"Face Pulls-FFA",10,8,"",,,,Shoulders,"Pull 2",
2020-12-29 01:19,,"Cable Curls-FFA",60,14,"",,,,Biceps,"Pull 2",
2020-12-29 01:19,,"Cable Curls-FFA",60,12,"",,,,Biceps,"Pull 2",
2020-12-29 01:19,,"Cable Curls-FFA",60,10,"",,,,Biceps,"Pull 2",
2020-12-29 01:19,,"Cable Curls-FFA",60,8,"",,,,Biceps,"Pull 2",
2020-12-29 01:19,,"Cable Curls-FFA",50,10,"",,,,Biceps,"Pull 2",
2020-12-29 01:19,,"Concentration Curl",15,12,"",,,,Biceps,"Pull 2",
2020-12-29 01:19,,"Concentration Curl",15,10,"",,,,Biceps,"Pull 2",
2020-12-29 01:19,,"Concentration Curl",15,8,"",,,,Biceps,"Pull 2",
2020-12-27 09:20,2020-12-27 10:32,"Leg Press-FFA",245,12,"",,,,Legs,"Legs",
2020-12-27 09:20,2020-12-27 10:32,"Leg Press-FFA",245,10,"",,,,Legs,"Legs",
2020-12-27 09:20,2020-12-27 10:32,"Leg Press-FFA",245,8,"",,,,Legs,"Legs",
2020-12-27 09:20,2020-12-27 10:32,"Hack Squat",115,10,"",,,,Legs,"Legs",
2020-12-27 09:20,2020-12-27 10:32,"Hack Squat",115,8,"",,,,Legs,"Legs",
2020-12-27 09:20,2020-12-27 10:32,"Seated Leg Curl-FFA",70,18,"",,,,Legs,"Legs",
2020-12-27 09:20,2020-12-27 10:32,"Seated Leg Curl-FFA",70,15,"",,,,Legs,"Legs",
2020-12-27 09:20,2020-12-27 10:32,"Seated Leg Curl-FFA",70,12,"",,,,Legs,"Legs",
2020-12-27 09:20,2020-12-27 10:32,"Calf Raises",110,10,"",,,,Legs,"Legs",
2020-12-27 09:20,2020-12-27 10:32,"Calf Raises",110,8,"",,,,Legs,"Legs",
2020-12-27 09:20,2020-12-27 10:32,"Calf Raises",90,10,"",,,,Legs,"Legs",
2020-12-27 09:20,2020-12-27 10:32,"Calf Raises",90,8,"",,,,Legs,"Legs",
2020-12-26 08:19,2020-12-26 09:19,"Hammer Strength Iso-Lateral Flat Press",,,"",,,,Chest,"Push 2",
2020-12-26 08:19,2020-12-26 09:19,"Hammer Strength Iso-Lateral Flat Press",,,"",,,,Chest,"Push 2",
2020-12-26 08:19,2020-12-26 09:19,"Hammer Strength Iso-Lateral Flat Press",,,"",,,,Chest,"Push 2",
2020-12-26 08:19,2020-12-26 09:19,"Machine Shoulder Press",,,"",,,,Shoulders,"Push 2",
2020-12-26 08:19,2020-12-26 09:19,"Machine Shoulder Press",,,"",,,,Shoulders,"Push 2",
2020-12-26 08:19,2020-12-26 09:19,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",,,"",,,,Chest,"Push 2",
2020-12-26 08:19,2020-12-26 09:19,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",,,"",,,,Chest,"Push 2",
2020-12-26 08:19,2020-12-26 09:19,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",,,"",,,,Chest,"Push 2",
2020-12-26 08:19,2020-12-26 09:19,"Close Grip Smith Bench",,,"",,,,Triceps,"Push 2",
2020-12-26 08:19,2020-12-26 09:19,"Close Grip Smith Bench",,,"",,,,Triceps,"Push 2",
2020-12-26 08:19,2020-12-26 09:19,"Close Grip Smith Bench",,,"",,,,Triceps,"Push 2",
2020-12-26 08:19,2020-12-26 09:19,"Close Grip Smith Bench",,,"",,,,Triceps,"Push 2",
2020-12-26 08:19,2020-12-26 09:19,"Dumbbell Lateral Raises",,,"",,,,Shoulders,"Push 2",
2020-12-26 08:19,2020-12-26 09:19,"Dumbbell Lateral Raises",,,"",,,,Shoulders,"Push 2",
2020-12-26 08:19,2020-12-26 09:19,"Dumbbell Lateral Raises",,,"",,,,Shoulders,"Push 2",
2020-12-25 11:06,2020-12-25 12:21,"Pulldowns",80,10,"",,,,Back,"",
2020-12-25 11:06,2020-12-25 12:21,"Pulldowns",80,10,"",,,,Back,"",
2020-12-25 11:06,2020-12-25 12:21,"Pulldowns",80,10,"",,,,Back,"",
2020-12-25 11:06,2020-12-25 12:21,"Pulldowns",80,10,"",,,,Back,"",
2020-12-25 11:06,2020-12-25 12:21,"Dumbbell Row",30,10,"",,,,Back,"",
2020-12-25 11:06,2020-12-25 12:21,"Dumbbell Row",30,10,"",,,,Back,"",
2020-12-25 11:06,2020-12-25 12:21,"Dumbbell Row",30,10,"",,,,Back,"",
2020-12-25 11:06,2020-12-25 12:21,"Hammer Curl",20,10,"",,,,Biceps,"",
2020-12-25 11:06,2020-12-25 12:21,"Hammer Curl",20,10,"",,,,Biceps,"",
2020-12-25 11:06,2020-12-25 12:21,"Hammer Curl",20,10,"",,,,Biceps,"",
2020-12-25 11:06,2020-12-25 12:21,"Concentration Curl",20,8,"",,,,Biceps,"",
2020-12-25 11:06,2020-12-25 12:21,"Concentration Curl",15,10,"",,,,Biceps,"",
2020-12-25 11:06,2020-12-25 12:21,"Concentration Curl",15,8,"",,,,Biceps,"",
2020-12-24 11:04,2020-12-24 12:04,"Leg Press-FFA",245,12,"",,,,Legs,"Legs",
2020-12-24 11:04,2020-12-24 12:04,"Leg Press-FFA",245,10,"",,,,Legs,"Legs",
2020-12-24 11:04,2020-12-24 12:04,"Leg Press-FFA",245,8,"",,,,Legs,"Legs",
2020-12-24 11:04,2020-12-24 12:04,"Hack Squat",115,12,"",,,,Legs,"Legs",
2020-12-24 11:04,2020-12-24 12:04,"Hack Squat",115,10,"",,,,Legs,"Legs",
2020-12-23 05:35,2020-12-23 05:53,"Hammer Strength Iso-Lateral Flat Press",126,13,"",,,,Chest,"Push 2",
2020-12-23 05:35,2020-12-23 05:53,"Hammer Strength Iso-Lateral Flat Press",126,11,"",,,,Chest,"Push 2",
2020-12-23 05:35,2020-12-23 05:53,"Hammer Strength Iso-Lateral Flat Press",126,9,"",,,,Chest,"Push 2",
2020-12-23 05:35,2020-12-23 05:53,"Machine Shoulder Press",50,10,"",,,,Shoulders,"Push 2",
2020-12-23 05:35,2020-12-23 05:53,"Machine Shoulder Press",50,8,"",,,,Shoulders,"Push 2",
2020-12-23 05:35,2020-12-23 05:53,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",106,11,"",,,,Chest,"Push 2",
2020-12-23 05:35,2020-12-23 05:53,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",106,8,"",,,,Chest,"Push 2",
2020-12-23 05:35,2020-12-23 05:53,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",106,6,"",,,,Chest,"Push 2",
2020-12-23 05:35,2020-12-23 05:53,"Close Grip Smith Bench",50,15,"",,,,Triceps,"Push 2",
2020-12-23 05:35,2020-12-23 05:53,"Close Grip Smith Bench",50,12,"Maybe 1-2 RIR - tech breakdown starting to happen",,,,Triceps,"Push 2",
2020-12-23 05:35,2020-12-23 05:53,"Close Grip Smith Bench",50,10,"",,,,Triceps,"Push 2",
2020-12-23 05:35,2020-12-23 05:53,"Close Grip Smith Bench",50,8,"",,,,Triceps,"Push 2",
2020-12-23 05:35,2020-12-23 05:53,"Dumbbell Lateral Raises",10,10,"",,,,Shoulders,"Push 2",
2020-12-23 05:35,2020-12-23 05:53,"Dumbbell Lateral Raises",10,8,"",,,,Shoulders,"Push 2",
2020-12-23 05:35,2020-12-23 05:53,"Dumbbell Lateral Raises",10,6,"Shoulder joint pain creeping up",,,,Shoulders,"Push 2",
2020-12-22 07:40,2020-12-22 07:40,"Pulldowns",80,10,"",,,,Back,"",
2020-12-22 07:40,2020-12-22 07:40,"Pulldowns",80,10,"",,,,Back,"",
2020-12-22 07:40,2020-12-22 07:40,"Pulldowns",100,14,"",,,,Back,"",
2020-12-22 07:40,2020-12-22 07:40,"Pulldowns",100,12,"",,,,Back,"",
2020-12-22 07:40,2020-12-22 07:40,"Dumbbell Row",25,12,"",,,,Back,"",
2020-12-22 07:40,2020-12-22 07:40,"Dumbbell Row",25,10,"",,,,Back,"",
2020-12-22 07:40,2020-12-22 07:40,"Dumbbell Row",25,8,"",,,,Back,"",
2020-12-22 07:40,2020-12-22 07:40,"T-bar Row",50,12,"",,,,Back,"",
2020-12-22 07:40,2020-12-22 07:40,"T-bar Row",50,10,"",,,,Back,"",
2020-12-22 07:40,2020-12-22 07:40,"T-bar Row",50,8,"",,,,Back,"",
2020-12-22 07:40,2020-12-22 07:40,"Cable Curls-FFA",60,14,"",,,,Biceps,"",
2020-12-22 07:40,2020-12-22 07:40,"Cable Curls-FFA",60,12,"",,,,Biceps,"",
2020-12-22 07:40,2020-12-22 07:40,"Cable Curls-FFA",60,10,"",,,,Biceps,"",
2020-12-22 07:40,2020-12-22 07:40,"Concentration Curl",20,8,"",,,,Biceps,"",
2020-12-22 07:40,2020-12-22 07:40,"Concentration Curl",15,10,"",,,,Biceps,"",
2020-12-22 07:40,2020-12-22 07:40,"Concentration Curl",15,8,"",,,,Biceps,"",
2020-12-20 08:55,2020-12-20 09:33,"Leg Press-FFA",245,10,"",,,,Legs,"Legs 2",
2020-12-20 08:55,2020-12-20 09:33,"Leg Press-FFA",245,9,"Nice 2 RIR - slow to maintain quad tension",,,,Legs,"Legs 2",
2020-12-20 08:55,2020-12-20 09:33,"Leg Press-FFA",245,6,"",,,,Legs,"Legs 2",
2020-12-20 08:55,2020-12-20 09:33,"Hack Squat",135,10,"Little light",,,,Legs,"Legs 2",
2020-12-20 08:55,2020-12-20 09:33,"Hack Squat",155,8,"Better",,,,Legs,"Legs 2",
2020-12-20 08:55,2020-12-20 09:33,"Seated Leg Curl-FFA",70,12,"",,,,Legs,"Legs 2",
2020-12-20 08:55,2020-12-20 09:33,"Seated Leg Curl-FFA",80,12,"70 too light - feeling sick",,,,Legs,"Legs 2",
2020-12-19 09:53,2020-12-19 10:55,"Hammer Strength Iso-Lateral Flat Press",126,12,"",,,,Chest,"Push 2",
2020-12-19 09:53,2020-12-19 10:55,"Hammer Strength Iso-Lateral Flat Press",126,10,"",,,,Chest,"Push 2",
2020-12-19 09:53,2020-12-19 10:55,"Hammer Strength Iso-Lateral Flat Press",126,8,"",,,,Chest,"Push 2",
2020-12-19 09:53,2020-12-19 10:55,"Machine Shoulder Press",40,14,"",,,,Shoulders,"Push 2",
2020-12-19 09:53,2020-12-19 10:55,"Machine Shoulder Press",50,10,"",,,,Shoulders,"Push 2",
2020-12-19 09:53,2020-12-19 10:55,"Machine Shoulder Press",50,8,"",,,,Shoulders,"Push 2",
2020-12-19 09:53,2020-12-19 10:55,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",106,11,"",,,,Chest,"Push 2",
2020-12-19 09:53,2020-12-19 10:55,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",106,8,"",,,,Chest,"Push 2",
2020-12-19 09:53,2020-12-19 10:55,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",106,6,"",,,,Chest,"Push 2",
2020-12-19 09:53,2020-12-19 10:55,"Close Grip Smith Bench",50,15,"",,,,Triceps,"Push 2",
2020-12-19 09:53,2020-12-19 10:55,"Close Grip Smith Bench",50,12,"",,,,Triceps,"Push 2",
2020-12-19 09:53,2020-12-19 10:55,"Close Grip Smith Bench",50,10,"",,,,Triceps,"Push 2",
2020-12-19 09:53,2020-12-19 10:55,"Close Grip Smith Bench",50,8,"",,,,Triceps,"Push 2",
2020-12-18 06:26,2020-12-18 07:14,"Leg Press-FFA",245,10,"Still a little sloppy - trying to focus quads",,,,Legs,"Legs 2",
2020-12-18 06:26,2020-12-18 07:14,"Leg Press-FFA",245,8,"",,,,Legs,"Legs 2",
2020-12-18 06:26,2020-12-18 07:14,"Leg Press-FFA",245,6,"Pretty goid imtensity",,,,Legs,"Legs 2",
2020-12-18 06:26,2020-12-18 07:14,"Hack Squat",135,10,"",,,,Legs,"Legs 2",
2020-12-18 06:26,2020-12-18 07:14,"Hack Squat",135,8,"",,,,Legs,"Legs 2",
2020-12-18 06:26,2020-12-18 07:14,"Seated Leg Curl-FFA",70,12,"",,,,Legs,"Legs 2",
2020-12-18 06:26,2020-12-18 07:14,"Seated Leg Curl-FFA",70,10,"",,,,Legs,"Legs 2",
2020-12-18 06:26,2020-12-18 07:14,"Seated Leg Curl-FFA",70,8,"",,,,Legs,"Legs 2",
2020-12-18 06:26,2020-12-18 07:14,"Smith Calf Raise",110,10,"",,,,Legs,"Legs 2",
2020-12-18 06:26,2020-12-18 07:14,"Smith Calf Raise",110,8,"",,,,Legs,"Legs 2",
2020-12-18 06:26,2020-12-18 07:14,"Smith Calf Raise",90,10,"",,,,Legs,"Legs 2",
2020-12-18 06:26,2020-12-18 07:14,"Smith Calf Raise",90,8,"",,,,Legs,"Legs 2",
2020-12-17 06:05,,"Hammer Strength Iso-Lateral Flat Press",126,12,"",,,,Chest,"Push 2",
2020-12-17 06:05,,"Hammer Strength Iso-Lateral Flat Press",126,9,"",,,,Chest,"Push 2",
2020-12-17 06:05,,"Hammer Strength Iso-Lateral Flat Press",126,6,"",,,,Chest,"Push 2",
2020-12-17 06:05,,"Machine Shoulder Press",50,14,"",,,,Shoulders,"Push 2",
2020-12-17 06:05,,"Machine Shoulder Press",50,10,"",,,,Shoulders,"Push 2",
2020-12-17 06:05,,"Machine Shoulder Press",50,8,"",,,,Shoulders,"Push 2",
2020-12-17 06:05,,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",106,11,"",,,,Chest,"Push 2",
2020-12-17 06:05,,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",106,8,"",,,,Chest,"Push 2",
2020-12-17 06:05,,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",106,6,"",,,,Chest,"Push 2",
2020-12-17 06:05,,"Close Grip Smith Bench",50,15,"",,,,Triceps,"Push 2",
2020-12-17 06:05,,"Close Grip Smith Bench",50,12,"",,,,Triceps,"Push 2",
2020-12-17 06:05,,"Close Grip Smith Bench",50,10,"",,,,Triceps,"Push 2",
2020-12-17 06:05,,"Close Grip Smith Bench",50,8,"",,,,Triceps,"Push 2",
2020-12-17 06:05,,"Dumbbell Lateral Raises",10,10,"One arm high strict",,,,Shoulders,"Push 2",
2020-12-17 06:05,,"Dumbbell Lateral Raises",10,8,"",,,,Shoulders,"Push 2",
2020-12-17 06:05,,"Dumbbell Lateral Raises",10,6,"",,,,Shoulders,"Push 2",
2020-12-15 06:50,2020-12-15 06:50,"T-bar Row",50,12,"",,,,Back,"Pull 2",
2020-12-15 06:50,2020-12-15 06:50,"T-bar Row",50,10,"",,,,Back,"Pull 2",
2020-12-15 06:50,2020-12-15 06:50,"T-bar Row",50,8,"",,,,Back,"Pull 2",
2020-12-15 06:50,2020-12-15 06:50,"Pulldowns",85,17,"",,,,Back,"Pull 2",
2020-12-15 06:50,2020-12-15 06:50,"Pulldowns",85,12,"",,,,Back,"Pull 2",
2020-12-15 06:50,2020-12-15 06:50,"Pulldowns",85,10,"",,,,Back,"Pull 2",
2020-12-15 06:50,2020-12-15 06:50,"Dumbbell Row",25,12,"",,,,Back,"Pull 2",
2020-12-15 06:50,2020-12-15 06:50,"Dumbbell Row",25,10,"",,,,Back,"Pull 2",
2020-12-15 06:50,2020-12-15 06:50,"Dumbbell Row",25,8,"",,,,Back,"Pull 2",
2020-12-15 06:50,2020-12-15 06:50,"Cable Curls-FFA",60,12,"",,,,Biceps,"Pull 2",
2020-12-15 06:50,2020-12-15 06:50,"Cable Curls-FFA",60,10,"",,,,Biceps,"Pull 2",
2020-12-15 06:50,2020-12-15 06:50,"Cable Curls-FFA",50,8,"",,,,Biceps,"Pull 2",
2020-12-15 06:50,2020-12-15 06:50,"Concentration Curl",15,10,"",,,,Biceps,"Pull 2",
2020-12-15 06:50,2020-12-15 06:50,"Concentration Curl",15,8,"",,,,Biceps,"Pull 2",
2020-12-15 06:50,2020-12-15 06:50,"Hammer Curl",20,8,"",,,,Biceps,"Pull 2",
2020-12-15 06:50,2020-12-15 06:50,"Hammer Curl",20,8,"",,,,Biceps,"Pull 2",
2020-12-13 09:47,2020-12-13 10:27,"Leg Press-FFA",245,10,"",,,,Legs,"",174
2020-12-13 09:47,2020-12-13 10:27,"Leg Press-FFA",245,8,"",,,,Legs,"",174
2020-12-13 09:47,2020-12-13 10:27,"Leg Press-FFA",245,6,"",,,,Legs,"",174
2020-12-13 09:47,2020-12-13 10:27,"Romanian Deadlift",95,8,"",,,,Legs,"",174
2020-12-13 09:47,2020-12-13 10:27,"Romanian Deadlift",95,8,"",,,,Legs,"",174
2020-12-13 09:47,2020-12-13 10:27,"Romanian Deadlift",95,6,"",,,,Legs,"",174
2020-12-13 09:47,2020-12-13 10:27,"Smith Calf Raise",110,6,"No shoes and glimsy platform",,,,Legs,"",174
2020-12-13 09:47,2020-12-13 10:27,"Smith Calf Raise",90,6,"",,,,Legs,"",174
2020-12-13 09:47,2020-12-13 10:27,"Smith Calf Raise",70,6,"",,,,Legs,"",174
2020-12-13 09:47,2020-12-13 10:27,"Smith Calf Raise",70,6,"",,,,Legs,"",174
2020-12-12 10:35,2020-12-12 11:13,"Hammer Strength Iso-Lateral Flat Press",126,12,"",,,,Chest,"Push 1",172
2020-12-12 10:35,2020-12-12 11:13,"Hammer Strength Iso-Lateral Flat Press",126,9,"",,,,Chest,"Push 1",172
2020-12-12 10:35,2020-12-12 11:13,"Hammer Strength Iso-Lateral Flat Press",126,6,"",,,,Chest,"Push 1",172
2020-12-12 10:35,2020-12-12 11:13,"Machine Shoulder Press",40,12,"",,,,Shoulders,"Push 1",172
2020-12-12 10:35,2020-12-12 11:13,"Machine Shoulder Press",50,12,"",,,,Shoulders,"Push 1",172
2020-12-12 10:35,2020-12-12 11:13,"Machine Shoulder Press",50,12,"",,,,Shoulders,"Push 1",172
2020-12-12 10:35,2020-12-12 11:13,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",106,11,"",,,,Chest,"Push 1",172
2020-12-12 10:35,2020-12-12 11:13,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",106,8,"",,,,Chest,"Push 1",172
2020-12-12 10:35,2020-12-12 11:13,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",106,6,"",,,,Chest,"Push 1",172
2020-12-12 10:35,2020-12-12 11:13,"Close Grip Smith Bench",50,15,"",,,,Triceps,"Push 1",172
2020-12-12 10:35,2020-12-12 11:13,"Close Grip Smith Bench",50,12,"",,,,Triceps,"Push 1",172
2020-12-12 10:35,2020-12-12 11:13,"Close Grip Smith Bench",50,8,"",,,,Triceps,"Push 1",172
2020-12-12 10:35,2020-12-12 11:13,"Dumbbell Lateral Raises",10,10,"",,,,Shoulders,"Push 1",172
2020-12-12 10:35,2020-12-12 11:13,"Dumbbell Lateral Raises",10,8,"",,,,Shoulders,"Push 1",172
2020-12-12 10:35,2020-12-12 11:13,"Dumbbell Lateral Raises",10,8,"",,,,Shoulders,"Push 1",172
2020-12-11 05:48,2020-12-11 06:43,"Assisted Pullups-FFA",-60,10,"",,,,Back,"Pull 1",
2020-12-11 05:48,2020-12-11 06:43,"Assisted Pullups-FFA",-60,8,"",,,,Back,"Pull 1",
2020-12-11 05:48,2020-12-11 06:43,"T-bar Row",50,12,"",,,,Back,"Pull 1",
2020-12-11 05:48,2020-12-11 06:43,"T-bar Row",50,10,"",,,,Back,"Pull 1",
2020-12-11 05:48,2020-12-11 06:43,"T-bar Row",50,8,"",,,,Back,"Pull 1",
2020-12-11 05:48,2020-12-11 06:43,"Dumbbell Row",30,8,"",,,,Back,"Pull 1",
2020-12-11 05:48,2020-12-11 06:43,"Dumbbell Row",30,8,"",,,,Back,"Pull 1",
2020-12-11 05:48,2020-12-11 06:43,"Cable Curls-FFA",70,12,"",,,,Biceps,"Pull 1",
2020-12-11 05:48,2020-12-11 06:43,"Cable Curls-FFA",70,6,"Too heavy - narrower hold more bicep",,,,Biceps,"Pull 1",
2020-12-11 05:48,2020-12-11 06:43,"Cable Curls-FFA",60,8,"",,,,Biceps,"Pull 1",
2020-12-11 05:48,2020-12-11 06:43,"Concentration Curl",15,8,"",,,,Biceps,"Pull 1",
2020-12-11 05:48,2020-12-11 06:43,"Concentration Curl",12,10,"",,,,Biceps,"Pull 1",
2020-12-11 05:48,2020-12-11 06:43,"Concentration Curl",12,8,"",,,,Biceps,"Pull 1",
2020-12-10 09:26,2020-12-10 10:25,"Leg Press-FFA",245,10,"",,,,Legs,"",
2020-12-10 09:26,2020-12-10 10:25,"Leg Press-FFA",245,8,"",,,,Legs,"",
2020-12-10 09:26,2020-12-10 10:25,"Leg Press-FFA",245,6,"",,,,Legs,"",
2020-12-10 09:26,2020-12-10 10:25,"Romanian Deadlift",95,8,"",,,,Legs,"",
2020-12-10 09:26,2020-12-10 10:25,"Romanian Deadlift",95,8,"",,,,Legs,"",
2020-12-10 09:26,2020-12-10 10:25,"Romanian Deadlift",95,6,"",,,,Legs,"",
2020-12-10 09:26,2020-12-10 10:25,"Smith Calf Raise",110,10,"",,,,Legs,"",
2020-12-10 09:26,2020-12-10 10:25,"Smith Calf Raise",110,8,"",,,,Legs,"",
2020-12-10 09:26,2020-12-10 10:25,"Smith Calf Raise",90,10,"",,,,Legs,"",
2020-12-10 09:26,2020-12-10 10:25,"Smith Calf Raise",90,8,"",,,,Legs,"",
2020-12-09 06:08,2020-12-09 07:19,"Hammer Strength Iso-Lateral Flat Press",126,8,"2/3",,,,Chest,"Push 1",
2020-12-09 06:08,2020-12-09 07:19,"Hammer Strength Iso-Lateral Flat Press",126,6,"2",,,,Chest,"Push 1",
2020-12-09 06:08,2020-12-09 07:19,"Hammer Strength Iso-Lateral Flat Press",116,8,"Just right",,,,Chest,"Push 1",
2020-12-09 06:08,2020-12-09 07:19,"Machine Shoulder Press",40,12,"3/4 RIR first exercise",,,,Shoulders,"Push 1",
2020-12-09 06:08,2020-12-09 07:19,"Machine Shoulder Press",40,10,"3",,,,Shoulders,"Push 1",
2020-12-09 06:08,2020-12-09 07:19,"Machine Shoulder Press",40,8,"3",,,,Shoulders,"Push 1",
2020-12-09 06:08,2020-12-09 07:19,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",106,8,"",,,,Chest,"Push 1",
2020-12-09 06:08,2020-12-09 07:19,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",96,8,"",,,,Chest,"Push 1",
2020-12-09 06:08,2020-12-09 07:19,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",86,8,"3",,,,Chest,"Push 1",
2020-12-09 06:08,2020-12-09 07:19,"Close Grip Smith Bench",50,10,"",,,,Triceps,"Push 1",
2020-12-09 06:08,2020-12-09 07:19,"Close Grip Smith Bench",50,8,"",,,,Triceps,"Push 1",
2020-12-09 06:08,2020-12-09 07:19,"Close Grip Smith Bench",50,6,"",,,,Triceps,"Push 1",
2020-12-09 06:08,2020-12-09 07:19,"Dumbbell Lateral Raises",10,12,"",,,,Shoulders,"Push 1",
2020-12-09 06:08,2020-12-09 07:19,"Dumbbell Lateral Raises",10,10,"Single arm 1/2",,,,Shoulders,"Push 1",
2020-12-09 06:08,2020-12-09 07:19,"Dumbbell Lateral Raises",10,6,"1/2",,,,Shoulders,"Push 1",
2020-12-08 08:23,2020-12-08 09:22,"Assisted Pullups-FFA",-70,3,"",,,,Back,"Pull 1",171
2020-12-08 08:23,2020-12-08 09:22,"Assisted Pullups-FFA",-60,10,"",,,,Back,"Pull 1",171
2020-12-08 08:23,2020-12-08 09:22,"Assisted Pullups-FFA",-60,10,"",,,,Back,"Pull 1",171
2020-12-08 08:23,2020-12-08 09:22,"T-bar Row",50,12,"",,,,Back,"Pull 1",171
2020-12-08 08:23,2020-12-08 09:22,"T-bar Row",50,10,"",,,,Back,"Pull 1",171
2020-12-08 08:23,2020-12-08 09:22,"T-bar Row",50,8,"",,,,Back,"Pull 1",171
2020-12-08 08:23,2020-12-08 09:22,"Dumbbell Row",35,8,"",,,,Back,"Pull 1",171
2020-12-08 08:23,2020-12-08 09:22,"Dumbbell Row",30,8,"",,,,Back,"Pull 1",171
2020-12-08 08:23,2020-12-08 09:22,"EZ Bar Curls",35,10,"",,,,Biceps,"Pull 1",171
2020-12-08 08:23,2020-12-08 09:22,"EZ Bar Curls",35,8,"",,,,Biceps,"Pull 1",171
2020-12-08 08:23,2020-12-08 09:22,"EZ Bar Curls",35,5,"",,,,Biceps,"Pull 1",171
2020-12-08 08:23,2020-12-08 09:22,"Concentration Curl",20,5,"",,,,Biceps,"Pull 1",171
2020-12-08 08:23,2020-12-08 09:22,"Concentration Curl",15,10,"",,,,Biceps,"Pull 1",171
2020-12-08 08:23,2020-12-08 09:22,"Concentration Curl",15,8,"",,,,Biceps,"Pull 1",171
2020-12-06 02:57,2020-12-06 03:55,"Leg Press-FFA",225,10,"",,,,Legs,"",
2020-12-06 02:57,2020-12-06 03:55,"Leg Press-FFA",225,8,"",,,,Legs,"",
2020-12-06 02:57,2020-12-06 03:55,"Romanian Deadlift",95,8,"",,,,Legs,"",
2020-12-06 02:57,2020-12-06 03:55,"Romanian Deadlift",95,8,"",,,,Legs,"",
2020-12-06 02:57,2020-12-06 03:55,"Smith Calf Raise",110,10,"",,,,Legs,"",
2020-12-06 02:57,2020-12-06 03:55,"Smith Calf Raise",110,8,"",,,,Legs,"",
2020-12-06 02:57,2020-12-06 03:55,"Smith Calf Raise",90,10,"",,,,Legs,"",
2020-12-05 01:07,2020-12-05 01:10,"Smith Bench",90,5,"",,,,Chest,"",
2020-12-05 01:07,2020-12-05 01:10,"Smith Bench",90,5,"",,,,Chest,"",
2020-12-05 01:07,2020-12-05 01:10,"Shoulder Dumbbell Press",15,12,"",,,,Shoulders,"",
2020-12-05 01:07,2020-12-05 01:10,"Shoulder Dumbbell Press",15,12,"",,,,Shoulders,"",
2020-12-05 01:07,2020-12-05 01:10,"Single Arm Overhead Tricep Extension",15,12,"",,,,Triceps,"",
2020-12-05 01:07,2020-12-05 01:10,"Single Arm Overhead Tricep Extension",15,12,"",,,,Triceps,"",
2020-12-05 01:07,2020-12-05 01:10,"Single Arm Overhead Tricep Extension",15,10,"",,,,Triceps,"",
2020-12-05 01:07,2020-12-05 01:10,"Dumbbell Lateral Raises",10,12,"",,,,Shoulders,"",
2020-12-05 01:07,2020-12-05 01:10,"Dumbbell Lateral Raises",10,12,"",,,,Shoulders,"",
2020-12-05 01:07,2020-12-05 01:10,"Dumbbell Lateral Raises",10,10,"",,,,Shoulders,"",
2020-12-04 06:03,2020-12-04 06:39,"Assisted Pullups-Axiom",130,10,"",,,,Back,"",
2020-12-04 06:03,2020-12-04 06:39,"Assisted Pullups-Axiom",130,8,"",,,,Back,"",
2020-12-04 06:03,2020-12-04 06:39,"One-Arm Hammer Rows",45,10,"",,,,Back,"",
2020-12-04 06:03,2020-12-04 06:39,"One-Arm Hammer Rows",45,8,"",,,,Back,"",
2020-12-04 06:03,2020-12-04 06:39,"Dorsiflexor Machine Wide",60,8,"",,,,Shoulders,"",
2020-12-04 06:03,2020-12-04 06:39,"Dorsiflexor Machine Wide",45,10,"",,,,Shoulders,"",
2020-12-04 06:03,2020-12-04 06:39,"Preacher Curl Machine",35,12,"",,,,Biceps,"",
2020-12-04 06:03,2020-12-04 06:39,"Preacher Curl Machine",35,10,"",,,,Biceps,"",
